symbol	GSM2805414_Ad-LacZ.CEL
C16orf54	2.08139527620818
C16orf58	6.65452473375195
C16orf59	6.20441910211997
C16orf62	5.13860333355992
C16orf70	5.71652896605152
C16orf71	5.19939444352561
C16orf72	8.45426732600645
C16orf74	6.72440782070167
C16orf78	4.3253588596564
C16orf80	10.0371930701478
C16orf82	3.74173351593308
C16orf86	5.07659632050245
C16orf87	5.24259012106538
C16orf89	4.18886321578016
C16orf91	7.97006117400218
C16orf92	4.98860652264438
C16orf93	5.03325790723623
C16orf95	6.97432542191132
C17orf100	5.03325790723623
C17orf104	2.59254649341595
C17orf105	2.3900334125817
C17orf47	3.89589989630613
C17orf49	10.6486573090933
C17orf50	4.98860652264438
C17orf51	3.80222170094117
C17orf53	5.69327027861458
C17orf58	9.82295671113858
C17orf59	5.47998569000646
C17orf62	7.25495516358994
C17orf64	3.03337894032123
C17orf67	5.9006791386137
C17orf70	5.23812423899609
C17orf74	2.73454767877389
C17orf75	6.53515448189316
C17orf77	2.2622545976128
C17orf78	2.73454767877389
C17orf80	5.74798423066086
C17orf82	7.31960193134482
C17orf85	5.77458225079494
C17orf89	7.52698031510979
C17orf96	4.98860652264438
C17orf97	6.29906563020297
C17orf98	2.80751536351294
C17orf99	2.73454767877389
C18orf12	3.97131775791213
C18orf15	4.25802935653126
C18orf21	5.72822526957502
C18orf25	4.93256484140827
C18orf32	13.1408402350977
C18orf42	3.58446016061881
C18orf49	4.79542979977343
C18orf54	4.57548750294698
C18orf61	3.91094208328808
C18orf8	3.97131775791213
C19orf10	10.3660139593612
C19orf12	7.50574986062699
C19orf18	4.11794509479741
C19orf24	6.95119410593022
C19orf25	5.91957139851911
C19orf26	4.83883966149569
C19orf33	6.87948802340268
C19orf40	4.63321174135031
C19orf43	7.70999485814142
C19orf44	4.89431442232007
C19orf45	5.03306536787374
C19orf47	5.39093650835325
C19orf48	7.11626314804662
C19orf52	7.25495516358994
C19orf53	10.4333165178404
C19orf54	6.96280612264808
C19orf57	5.97136485736855
C19orf60	7.93974132414986
C19orf66	9.78748181221106
C19orf68	4.98860652264438
C19orf70	9.52305658728642
C19orf73	4.45429613657919
C19orf80	3.66338070308954
C19orf81	3.34641404535109
C19orf82	3.89589989630613
C19orf83	4.43021152101921
C19orf84	5.99417754353048
C1D	9.56936620128137
C1GALT1	6.58108347517541
C1GALT1C1	7.01677047254541
C1orf100	4.18886321578016
C1orf101	2.91936532597944
C1orf105	4.18886321578016
C1orf106	3.74173351593308
C1orf109	6.06052794413709
C1orf110	4.57548750294698
C1orf111	3.81930779870933
C1orf112	4.04538510778212
C1orf115	5.46971708685173
C1orf116	3.34641404535109
C1orf122	8.78379131946755
C1orf123	8.69607113630548
C1orf127	5.82635089651153
C1orf131	8.45426732600645
C1orf145	2.70265839784732
C1orf158	4.04538510778212
C1orf159	5.72088661571006
C1orf162	3.50518532530405
C1orf167	5.31260674907596
C1orf168	3.82785682516865
C1orf174	6.72103659887542
C1orf177	4.3253588596564
C1orf180	3.50518532530405
C1orf186	4.79542979977343
C1orf192	3.34641404535109
C1orf194	4.689072800347
C1orf198	7.76647741506824
C1orf200	6.90378820999456
C1orf204	5.1596019472039
C1orf21	4.57548750294698
C1orf210	2.73454767877389
C1orf213	5.19939444352561
C1orf216	7.24547881628318
C1orf220	2.2622545976128
C1orf226	5.27584495978125
C1orf228	4.04538510778212
C1orf233	5.54665470893319
C1orf234	2.3900334125817
C1orf27	6.87172828879587
C1orf35	6.95119410593022
C1orf43	9.85913442267968
C1orf50	7.98157790669275
C1orf52	7.26051569069841
C1orf53	5.50262081683229
C1orf54	9.24493991340164
C1orf56	4.50102575835033
C1orf61	4.76927718491639
C1orf64	3.81930779870933
C1orf68	4.97821392022161
C1orf74	4.41675842973912
C1orf85	9.11827205741819
C1orf86	5.19939444352561
C1orf87	3.18867242522585
C1orf94	4.3253588596564
C1orf95	4.61021935090331
C1QA	3.89589989630613
C1QB	3.58446016061881
C1QBP	10.9746025337189
C1QC	3.18867242522585
C1QL1	3.8638807238586
C1QTNF1	4.7947200006072
C1QTNF1-AS1	2.80751536351294
C1QTNF2	3.50518532530405
C1QTNF3	3.26928213281264
C1QTNF3-AMACR	5.82635089651153
C1QTNF4	3.81930779870933
C1QTNF5	8.39822948720643
C1QTNF6	5.91976267906119
C1QTNF7	3.11986650203897
C1QTNF9	2.4561018218042
C1QTNF9B	2.4561018218042
C1QTNF9B-AS1	5.19939444352561
C1R	5.74798423066086
C1RL	5.64050771131121
C1RL-AS1	5.23027238613692
C1S	3.79030252086967
C2	3.65701189403113
C20orf141	5.23812423899609
C20orf144	3.11064025994831
C20orf166	6.0166351110202
C20orf166-AS1	6.00158501638671
C20orf173	4.84605736296546
C20orf181	3.89589989630613
C20orf187	4.39079260185657
C20orf194	7.93201070614068
C20orf195	5.57719405048152
C20orf196	5.35857686623481
C20orf197	2.1402587154349
C20orf202	5.10506787699545
C20orf203	4.56363768548426
C20orf24	11.7775603566629
C20orf26	3.26732057569154
C20orf27	7.1571267609507
C20orf57	3.66338070308954
C20orf62	3.11064025994831
C20orf78	4.74312457005934
C20orf85	3.18867242522585
C20orf96	4.18886321578016
C21orf119	5.63639924212702
C21orf128	3.18867242522585
C21orf15	3.60353147220407
C21orf2	4.63321174135031
C21orf33	7.947819497063
C21orf37	2.52361271094291
C21orf49	4.63877352100066
C21orf58	4.75474106398096
C21orf59	6.15633230721039
C21orf62	4.36517001928873
C21orf67	5.82635089651153
C21orf88	3.74381316778309
C21orf90	4.18537198371926
C21orf91	7.09298339361096
C21orf91-OT1	4.02708665247306
C22orf15	5.32153203640554
C22orf23	4.51585802206809
C22orf24	4.39079260185657
C22orf29	8.40715103647914
C22orf31	4.39079260185657
C22orf34	4.4086875604388
C22orf39	5.67864292891854
C22orf42	3.69398814659469
C22orf46	3.97131775791213
C2CD2	8.75736409921788
C2CD2L	4.63552098449405
C2CD3	6.20016785262177
C2CD4A	2.80751536351294
C2CD4B	4.99653942951441
C2CD4C	5.54665470893319
C2CD5	7.74646210824399
C2orf15	2.32541726541788
C2orf16	6.28062655049547
C2orf27A	5.65062839982441
C2orf40	2.88170408475174
C2orf42	7.11626314804662
C2orf43	7.98152291913908
C2orf44	6.18472121074123
C2orf47	9.36357022552673
C2orf49	6.90378820999456
C2orf50	3.50518532530405
C2orf54	4.89507984215023
C2orf57	6.03874844664715
C2orf61	4.98860652264438
C2orf68	4.56695858595796
C2orf69	8.5039422734782
C2orf70	4.25802935653126
C2orf71	3.74173351593308
C2orf72	4.3253588596564
C2orf73	3.26732057569154
C2orf74	6.53515448189316
C2orf76	7.2922500998249
C2orf80	2.32541726541788
C2orf81	6.95119410593022
C2orf82	4.69258124599912
C2orf83	3.11064025994831
C2orf88	3.85438290543583
C3	5.23812423899609
C3AR1	7.01950430945989
C3orf14	5.49302068119178
C3orf17	6.88480623651847
C3orf18	6.10312470804833
C3orf20	3.89589989630613
C3orf22	4.25802935653126
C3orf27	4.94257148167468
C3orf30	2.73454767877389
C3orf33	2.66287249773403
C3orf35	3.66338070308954
C3orf36	3.50518532530405
C3orf38	6.46773367779502
C3orf43	2.59254649341595
C3orf49	4.39079260185657
C3orf52	5.29637967302357
C3orf55	4.71490662447053
C3orf56	2.80751536351294
C3orf58	4.45429613657919
C3orf62	4.04538510778212
C3orf65	3.07451233022164
C3orf67	3.03337894032123
C3orf70	2.71170617645147
C3orf79	2.73454767877389
C3orf80	2.2622545976128
C3P1	3.89589989630613
C4A	6.14449975333244
C4B	6.14449975333244
C4B_2	6.14449975333244
C4BPA	5.48356555846598
C4BPB	4.11794509479741
C4orf17	5.07659632050245
C4orf19	3.49628851765257
C4orf22	2.66287249773403
C4orf26	2.52361271094291
C4orf27	5.45741145227607
C4orf29	4.94257148167468
C4orf3	10.3328670375687
C4orf32	6.68466177213948
C4orf33	2.4561018218042
C4orf36	2.80751536351294
C4orf45	3.42576793345345
C4orf46	6.20441910211997
C4orf47	3.58286092203021
C4orf48	8.19840687067952
C4orf6	3.74173351593308
C5	3.89589989630613
C5AR1	2.73454767877389
C5AR2	2.52361271094291
C5orf15	7.62794976449655
C5orf17	4.39079260185657
C5orf20	3.11064025994831
C5orf22	7.08472578863552
C5orf24	7.33686290398301
C5orf27	3.34641404535109
C5orf28	3.97131775791213
C5orf30	6.33525149332167
C5orf34	2.95702656720714
C5orf42	3.07696470443201
C5orf45	6.24302595586331
C5orf46	5.38343770688919
C5orf47	3.32403138455648
C5orf49	2.59254649341595
C5orf51	5.23928299257204
C5orf55	3.81930779870933
C5orf56	5.66005388623137
C5orf58	2.66287249773403
C5orf63	3.30891955047002
C5orf64	2.66287249773403
C5orf66	4.98860652264438
C5orf66-AS1	3.11064025994831
C6	3.97131775791213
C6orf1	7.52153941793695
C6orf10	2.66287249773403
C6orf106	6.82962416014757
C6orf118	2.88227096536004
C6orf120	9.28336834711634
C6orf123	3.42645023564753
C6orf132	2.96161005199987
C6orf136	6.40551219019098
C6orf141	2.94093487762883
C6orf147	2.3900334125817
C6orf15	5.92462792363701
C6orf163	3.04432021559374
C6orf164	2.95702656720714
C6orf165	5.66511497250041
C6orf195	2.95702656720714
C6orf201	3.66338070308954
C6orf203	8.40829673813476
C6orf211	9.74943743906186
C6orf223	4.74248040343015
C6orf226	6.91578651857038
C6orf25	4.04538510778212
C6orf47	6.90378820999456
C6orf48	10.9408584351003
C6orf52	4.39079260185657
C6orf57	6.85477151161761
C6orf58	4.04054926413868
C6orf62	8.27025901017304
C6orf89	7.41567610052216
C6orf99	2.88170408475174
C7	3.42589036815518
C7orf13	5.32873551820682
C7orf25	6.65606794164047
C7orf26	6.95119410593022
C7orf31	4.3253588596564
C7orf33	4.04538510778212
C7orf34	2.91936532597944
C7orf43	6.29906563020297
C7orf49	4.50237189884489
C7orf50	4.51585802206809
C7orf55	7.71656025429191
C7orf55-LUC7L2	7.45731707956121
C7orf57	2.08139527620818
C7orf60	6.76476848345456
C7orf61	5.41759135608184
C7orf62	4.11794509479741
C7orf63	4.10505020028295
C7orf69	3.42576793345345
C7orf71	2.66287249773403
C7orf73	5.1596019472039
C8A	2.59254649341595
C8B	3.58446016061881
C8G	3.97131775791213
C8orf12	3.03337894032123
C8orf15	3.42576793345345
C8orf17	3.26732057569154
C8orf22	3.26732057569154
C8orf31	3.26732057569154
C8orf33	7.60393011754269
C8orf34	2.8682237289664
C8orf37	5.34845643159295
C8orf4	10.8151769068692
C8orf44	4.73320076319518
C8orf44-SGK3	5.92462792363701
C8orf46	3.03337894032123
C8orf48	6.43866259588103
C8orf49	2.59254649341595
C8orf58	6.63073180171408
C8orf59	6.35300966281664
C8orf60	5.23812423899609
C8orf66	3.81930779870933
C8orf74	4.46599389291975
C8orf76	8.81295454048312
C8orf82	6.65452473375195
C8orf88	3.91213778321321
C9	2.73454767877389
C9orf114	5.79229244153854
C9orf116	4.33887121136745
C9orf117	4.51585802206809
C9orf131	5.45095545100829
C9orf135	3.04048086206249
C9orf135-AS1	2.95702656720714
C9orf142	5.85155487228707
C9orf152	2.59254649341595
C9orf156	7.19442173472639
C9orf16	7.46036947868381
C9orf163	6.20441910211997
C9orf172	4.689072800347
C9orf173	4.79542979977343
C9orf24	3.97131775791213
C9orf3	8.44844912978031
C9orf37	5.57719405048152
C9orf38	2.73454767877389
C9orf40	6.17709039685785
C9orf41	5.51203946198445
C9orf43	4.04538510778212
C9orf47	4.2547190330275
C9orf50	4.84605736296546
C9orf53	4.3253588596564
C9orf57	2.66287249773403
C9orf62	4.89507984215023
C9orf64	7.08727900621091
C9orf66	3.46417216255964
C9orf69	7.48978558069745
C9orf72	4.18886321578016
C9orf78	7.07405825058514
C9orf84	2.46256354767341
C9orf85	4.84605736296546
C9orf89	6.06786617238736
C9orf9	4.9635596636723
C9orf91	6.08198353346665
CA1	4.19857950982707
CA10	3.02028099121151
CA11	5.45095545100829
CA12	4.98860652264438
CA13	5.0540182744247
CA14	5.07659632050245
CA2	3.03337894032123
CA3	2.80751536351294
CA4	3.5842830141968
CA5A	4.63321174135031
CA5B	5.07659632050245
CA5BP1	5.72088661571006
CA6	3.27938619702008
CA7	4.74312457005934
CA8	3.03337894032123
CA9	3.97131775791213
CAAP1	7.77769038245848
CAB39	8.75917871538118
CAB39L	6.51951404040605
CABIN1	6.54499160606597
CABLES1	7.3552826214185
CABLES2	6.69685944974102
CABP1	3.26732057569154
CABP2	4.18886321578016
CABP4	5.69327027861458
CABP5	3.03337894032123
CABP7	3.6111210780507
CABS1	2.20053923674618
CABYR	6.98570856548603
CACFD1	7.51314463922439
CACHD1	5.13497690437931
CACNA1A	4.25802935653126
CACNA1B	3.74134425089944
CACNA1C	3.3465442545725
CACNA1D	3.77964029969784
CACNA1E	3.18989649283616
CACNA1F	4.89507984215023
CACNA1G	4.18886321578016
CACNA1G-AS1	3.26732057569154
CACNA1H	5.52757287169542
CACNA1I	4.84605736296546
CACNA1S	4.689072800347
CACNA2D1	7.67567083757182
CACNA2D2	4.45429613657919
CACNA2D3	2.66287249773403
CACNA2D4	4.16758291038871
CACNB1	5.19939444352561
CACNB2	2.55948715976912
CACNB3	6.64886054361191
CACNB4	3.77788895926547
CACNG1	5.07659632050245
CACNG2	4.55204335974836
CACNG3	4.04538510778212
CACNG4	5.66511497250041
CACNG5	4.11712416178114
CACNG6	6.0898165848879
CACNG7	3.89589989630613
CACNG8	3.97131775791213
CACTIN	5.99417754353048
CACUL1	5.45095545100829
CACYBP	9.42599438327371
CAD	5.13669910693068
CADM1	5.57719405048152
CADM2	2.3900334125817
CADM2-AS1	2.2622545976128
CADM3	4.89507984215023
CADM3-AS1	4.84605736296546
CADM4	4.39079260185657
CADPS	2.80751536351294
CADPS2	8.32527049748396
CAGE1	2.20053923674618
CAHM	3.34641404535109
CALB1	2.55807960217943
CALB2	3.97131775791213
CALCA	3.62392043185417
CALCB	3.11064025994831
CALCOCO1	7.20693842974707
CALCOCO2	5.7337661953805
CALCR	3.72036355243163
CALCRL	10.477497453055
CALD1	5.41759135608184
CALHM1	4.3253588596564
CALHM2	7.11061939641926
CALHM3	4.04538510778212
CALM1	9.68604913827892
CALM2	9.75847405333474
CALM3	9.75847405333474
CALML3	4.22387840348937
CALML4	4.25802935653126
CALML5	4.3253588596564
CALML6	3.58446016061881
CALN1	3.26732057569154
CALR	11.0387422264315
CALR3	3.18867242522585
CALU	9.67373701116192
CALY	3.97131775791213
CAMK1	4.8219420634835
CAMK1D	4.7382750913363
CAMK1G	4.45332531196233
CAMK2A	4.76414579175027
CAMK2B	4.63321174135031
CAMK2D	7.08472578863552
CAMK2G	6.01850728488881
CAMK2N1	6.31727201109934
CAMK2N2	4.91733194280492
CAMK4	2.88170408475174
CAMKK1	5.74923003686429
CAMKK2	5.65994435202342
CAMKMT	3.32077890287016
CAMKV	4.57548750294698
CAMLG	9.68429668296373
CAMP	5.85155487228707
CAMSAP1	3.97131775791213
CAMSAP2	8.18359681684363
CAMSAP3	3.46547662937875
CAMTA1	6.65416042470648
CAMTA2	6.61091008669909
CAND1	5.92462792363701
CAND1.11	3.87556339655492
CAND2	5.2718578097055
CANT1	9.12470057588692
CANX	9.43617480987465
CAP1	11.5258968440916
CAP2	8.41548286200521
CAPG	7.3286051743746
CAPN1	6.35038501824994
CAPN10	4.27012391098155
CAPN10-AS1	4.57548750294698
CAPN11	4.25802935653126
CAPN12	3.81930779870933
CAPN13	2.80751536351294
CAPN14	2.32541726541788
CAPN15	5.83165206300565
CAPN2	8.67182594196541
CAPN3	4.51585802206809
CAPN5	5.3097253263445
CAPN6	2.80751536351294
CAPN7	7.95735780997672
CAPN8	3.81930779870933
CAPN9	4.1367664804829
CAPNS1	11.4562220651671
CAPNS2	5.31260674907596
CAPRIN1	7.34869151920823
CAPRIN2	6.95830869104709
CAPS	4.35236061892412
CAPS2	2.3721338869711
CAPSL	3.26732057569154
CAPZA1	6.80989373081802
CAPZA2	9.95090902335092
CAPZA3	2.80751536351294
CAPZB	11.2632237436691
CARD10	5.1596019472039
CARD11	5.58247327706558
CARD14	4.87699113053209
CARD16	11.1753887607528
CARD18	3.26732057569154
CARD6	9.58259782776129
CARD8	7.99241514434695
CARD9	3.58446016061881
CARF	3.46417216255964
CARHSP1	5.59946984083458
CARKD	8.81615880597398
CARM1	7.13691144724351
CARNS1	4.57548750294698
CARS	7.4582538139278
CARS-AS1	4.45429613657919
CARS2	3.26732057569154
CARTPT	4.18886321578016
CASC1	2.1402587154349
CASC10	5.5154549349024
CASC11	2.95702656720714
CASC14	3.26732057569154
CASC15	3.2285271526497
CASC16	4.39079260185657
CASC17	4.3253588596564
CASC18	3.34641404535109
CASC2	2.95702656720714
CASC22	2.52361271094291
CASC3	7.68469412356639
CASC4	4.74312457005934
CASC5	3.26928213281264
CASC6	3.18867242522585
CASC7	5.75297848717746
CASD1	3.50518532530405
CASK	6.14449975333244
CASKIN1	5.38343770688919
CASKIN2	6.00722205943958
CASP1	10.6775122910029
CASP10	5.70549074646098
CASP12	3.81930779870933
CASP14	3.42576793345345
CASP16	3.81930779870933
CASP2	6.0166351110202
CASP3	9.11046302470538
CASP4	6.41558170701814
CASP5	5.19939444352561
CASP6	8.92848852665426
CASP7	10.3747593693186
CASP8	5.41759135608184
CASP8AP2	4.79346197894946
CASP9	6.14449975333244
CASQ1	3.03337894032123
CASQ2	4.689072800347
CASR	4.04538510778212
CASS4	3.03741796960224
CAST	8.9907910396414
CASZ1	3.66338070308954
CAT	7.25495516358994
CATIP-AS1	5.85155487228707
CATR1	2.32541726541788
CATSPER1	5.27584495978125
CATSPER2	3.66338070308954
CATSPER2P1	4.05883841983436
CATSPER3	3.42576793345345
CATSPERB	2.99617217235003
CATSPERD	2.66287249773403
CATSPERG	3.34641404535109
CATX-1	3.03518825498879
CAV1	12.7755146988798
CAV2	10.982096763742
CAV3	5.19939444352561
CBFA2T2	5.57719405048152
CBFA2T3	2.59254649341595
CBFB	8.63693952449682
CBL	6.03874844664715
CBLB	5.74798423066086
CBLC	4.23335750960858
CBLL1	7.3653354754283
CBLN1	3.81930779870933
CBLN2	6.73798722051629
CBLN3	6.20441910211997
CBLN4	3.42063764374299
CBR1	7.9758034290226
CBR3	7.36406659564132
CBR3-AS1	5.83630607714894
CBR4	7.4490844807658
CBS	6.81688417400792
CBWD1	8.56125826248704
CBWD2	8.56125826248704
CBWD3	8.56125826248704
CBWD5	8.56125826248704
CBWD6	8.56125826248704
CBWD7	8.56125826248704
CBX1	9.53087882394473
CBX2	4.98583808132634
CBX3	7.57258125171514
CBX3P2	2.59254649341595
CBX4	6.91928881476693
CBX5	6.72194812451873
CBX6	7.89150010428177
CBX7	5.94818564095007
CBX8	4.57548750294698
CBY1	5.98224544343902
CBY3	2.66287249773403
CC2D1A	4.93464889095274
CC2D1B	5.69172680669347
CC2D2A	4.30736879924138
CC2D2B	4.25802935653126
CCAR1	7.56789698321087
CCAR2	3.97131775791213
CCBE1	3.58446016061881
CCBL1	3.81930779870933
CCBL2	9.22096406165705
CCDC101	6.24569238013892
CCDC102A	5.19939444352561
CCDC102B	2.32541726541788
CCDC103	4.84605736296546
CCDC104	7.62747718289741
CCDC105	5.19939444352561
CCDC106	5.45095545100829
CCDC107	5.66511497250041
CCDC108	4.45429613657919
CCDC109B	9.38961462277726
CCDC11	2.64781676896702
CCDC110	3.42576793345345
CCDC112	4.57548750294698
CCDC113	2.52361271094291
CCDC114	3.34641404535109
CCDC115	7.20693842974707
CCDC116	4.84605736296546
CCDC117	7.43386818885498
CCDC12	8.94761422887955
CCDC120	5.07098296260015
CCDC121	4.3253588596564
CCDC122	2.32541726541788
CCDC124	5.72629340870009
CCDC125	3.16714000467452
CCDC126	7.26222166735029
CCDC127	6.54296441262581
CCDC129	3.85760384750773
CCDC13	5.52547465790634
CCDC13-AS1	4.04538510778212
CCDC130	7.39010211401873
CCDC132	5.03125636550064
CCDC134	4.71609868520317
CCDC135	4.84605736296546
CCDC136	3.26732057569154
CCDC137	7.31960193134482
CCDC138	3.38656629292233
CCDC14	2.80751536351294
CCDC140	3.50518532530405
CCDC141	2.17467202374251
CCDC142	6.62731138218296
CCDC144A	2.20053923674618
CCDC144B	2.20053923674618
CCDC144CP	2.6169590885337
CCDC146	5.31260674907596
CCDC147	4.0566889693285
CCDC148	4.25419029952816
CCDC148-AS1	2.88170408475174
CCDC149	5.57871898637624
CCDC15	4.45668744728542
CCDC150	2.88170408475174
CCDC151	4.94257148167468
CCDC152	4.94845322775223
CCDC153	4.3253588596564
CCDC154	5.1596019472039
CCDC155	3.66338070308954
CCDC157	5.27584495978125
CCDC158	2.73712528908384
CCDC159	7.03058137831619
CCDC160	2.66287249773403
CCDC163P	5.18008141887826
CCDC167	7.92921240783718
CCDC168	3.18867242522585
CCDC169	3.81930779870933
CCDC169-SOHLH2	3.34938004157011
CCDC17	4.11794509479741
CCDC170	3.42576793345345
CCDC171	2.4561018218042
CCDC172	3.74173351593308
CCDC173	2.52361271094291
CCDC174	6.16475064620877
CCDC176	5.29069869115019
CCDC177	4.18886321578016
CCDC178	6.87948802340268
CCDC18	3.50518532530405
CCDC180	3.30791279262618
CCDC181	2.88170408475174
CCDC182	4.04538510778212
CCDC184	4.79542979977343
CCDC185	3.58446016061881
CCDC186	6.66877478333816
CCDC19	5.80069876480059
CCDC22	5.60898955898873
CCDC23	7.62016283573543
CCDC24	5.31260674907596
CCDC25	8.03555009019155
CCDC26	2.2622545976128
CCDC27	3.34641404535109
CCDC28A	7.62747718289741
CCDC28B	4.72602089321639
CCDC3	7.48173670293874
CCDC30	3.34641404535109
CCDC33	4.91263122895359
CCDC34	4.2363684664122
CCDC36	4.689072800347
CCDC37	4.13680196764426
CCDC37-AS1	3.34641404535109
CCDC38	3.34641404535109
CCDC39	2.32541726541788
CCDC40	3.66338070308954
CCDC42	5.23812423899609
CCDC42B	5.68948483391479
CCDC43	8.1382320036475
CCDC47	9.07601276681832
CCDC50	6.93948786709542
CCDC51	7.52936986266016
CCDC53	8.3739188568848
CCDC54	3.50518532530405
CCDC57	4.51585802206809
CCDC58	4.51585802206809
CCDC59	8.7952154910989
CCDC6	8.69989464000553
CCDC60	6.22385166618304
CCDC61	4.45429613657919
CCDC62	5.1596019472039
CCDC63	4.45429613657919
CCDC64	4.67952120570687
CCDC64B	4.25802935653126
CCDC65	2.95702656720714
CCDC66	4.37165478215007
CCDC67	2.20125665652385
CCDC68	4.89507984215023
CCDC69	5.15060663586017
CCDC7	3.74173351593308
CCDC70	3.89589989630613
CCDC71	4.3253588596564
CCDC71L	6.70899037008849
CCDC74A	5.19676346634148
CCDC74B	5.19676346634148
CCDC77	4.25802935653126
CCDC78	2.88170408475174
CCDC79	3.89589989630613
CCDC8	3.95303502986087
CCDC80	7.4241010034039
CCDC81	4.89507984215023
CCDC82	5.59625546495624
CCDC83	2.32541726541788
CCDC84	6.43866259588103
CCDC85A	7.67573234725615
CCDC85B	5.27584495978125
CCDC85C	5.96933527443966
CCDC86	8.68559760810034
CCDC87	5.41759135608184
CCDC88A	5.11663325223442
CCDC88B	6.2619487465567
CCDC88C	4.51585802206809
CCDC89	2.66287249773403
CCDC9	5.85155487228707
CCDC90B	5.57719405048152
CCDC91	4.56949363855674
CCDC92	8.21306643476231
CCDC93	5.96023204544805
CCDC94	7.23593981176588
CCDC96	5.23812423899609
CCDC97	6.55062718025281
CCER1	2.73454767877389
CCHCR1	4.94895474861745
CCIN	3.89589989630613
CCK	6.14449975333244
CCKAR	4.71527592193669
CCKBR	4.43138757330758
CCL1	3.81930779870933
CCL11	2.95702656720714
CCL13	4.31258118848953
CCL14	5.41759135608184
CCL15	2.88170408475174
CCL15-CCL14	4.14964772041679
CCL16	4.39079260185657
CCL17	4.3253588596564
CCL18	4.27141344064161
CCL19	3.34641404535109
CCL2	10.5466458513853
CCL20	5.45095545100829
CCL21	4.63321174135031
CCL22	4.39079260185657
CCL23	2.66354708609492
CCL24	4.79542979977343
CCL25	3.81930779870933
CCL26	3.74173351593308
CCL27	3.74173351593308
CCL28	2.88170408475174
CCL3	4.25802935653126
CCL3L1	4.25802935653126
CCL3L3	4.25802935653126
CCL4	4.79542979977343
CCL5	7.77364165312243
CCL7	4.04538510778212
CCL8	4.79542979977343
CCM2	8.90008859336491
CCM2L	6.59653137133941
CCNA1	4.74312457005934
CCNA2	4.69412882965289
CCNB1	4.88050971338756
CCNB1IP1	8.53815877029479
CCNB2	3.81930779870933
CCNB3	4.689072800347
CCNC	6.56987380101377
CCND1	8.37585134473052
CCND2	5.38552816690683
CCND3	7.47145038550204
CCNDBP1	8.10193486048598
CCNE1	4.56039432971491
CCNE2	3.27692773874161
CCNF	5.40651667514962
CCNG1	11.7934985487784
CCNG2	7.575480464425
CCNH	8.94468930588445
CCNI	10.5114979146512
CCNJ	8.45837473650572
CCNJL	5.48356555846598
CCNK	6.84883144812797
CCNL1	5.76857807485711
CCNL2	7.82490929087758
CCNO	4.98860652264438
CCNT1	7.01533727071723
CCNT2	6.89876621355947
CCNT2-AS1	2.95702656720714
CCNY	7.71933561703727
CCNYL1	8.59826117150189
CCNYL2	2.59254649341595
CCP110	6.34972741945586
CCPG1	7.87493358321585
CCR1	3.11664164848319
CCR10	5.27584495978125
CCR2	3.65635284173683
CCR3	4.18886321578016
CCR4	4.3253588596564
CCR5	5.57719405048152
CCR6	2.73454767877389
CCR7	3.18867242522585
CCR8	4.45429613657919
CCR9	2.52361271094291
CCRL2	6.86718269783035
CCRN4L	6.09409190073035
CCS	7.48173670293874
CCSAP	4.13512110357611
CCSER1	2.52361271094291
CCSER2	7.71534006771222
CCT2	10.8906003512172
CCT3	10.9489090371036
CCT4	8.67690856973384
CCT5	8.46177746096758
CCT6A	10.3619766473481
CCT6B	4.94257148167468
CCT6P1	6.98575347262493
CCT6P3	6.98575347262493
CCT7	10.552421482207
CCT8	7.3799485906272
CCT8L2	3.58446016061881
CCZ1	9.17677710433943
CCZ1B	9.17677710433943
CD101	3.8935593118576
CD109	9.06808558606396
CD14	4.11794509479741
CD151	10.2452463423646
CD160	3.11064025994831
CD163	3.66338070308954
CD163L1	6.10312470804833
CD164	11.1728913893305
CD177	4.57548750294698
CD180	3.66338070308954
CD19	4.04538510778212
CD1A	4.98860652264438
CD1B	3.97131775791213
CD1C	4.689072800347
CD1D	2.80751536351294
CD1E	3.86080835613537
CD2	5.27584495978125
CD200	7.6141326581863
CD200R1	3.91123722246897
CD207	3.34641404535109
CD209	4.98860652264438
CD22	3.12796359825275
CD226	3.18867242522585
CD24	3.78052065732121
CD244	3.64975173786424
CD247	3.81930779870933
CD248	5.9006791386137
CD27	5.38343770688919
CD274	9.69476901928598
CD276	6.0166351110202
CD28	2.59254649341595
CD2AP	6.66310585422528
CD2BP2	7.79916110833553
CD300A	3.58446016061881
CD300C	4.11794509479741
CD300LB	6.15258701273259
CD300LF	3.34641404535109
CD300LG	2.88227096536004
CD302	7.24547881628318
CD320	7.74646210824399
CD33	3.81930779870933
CD34	7.31054214990731
CD36	2.66287249773403
CD37	3.68433480823979
CD38	6.29906563020297
CD3D	4.57548750294698
CD3E	5.66511497250041
CD3EAP	7.69865069456372
CD3G	5.11868952610534
CD4	4.44246690630415
CD40	5.87275715251134
CD40LG	4.39079260185657
CD44	5.23812423899609
CD46	8.85406494948624
CD47	6.65452473375195
CD48	4.36918734126471
CD5	5.58986051427539
CD52	3.07514123861286
CD53	3.58446016061881
CD55	10.2140060512485
CD58	7.85013824520798
CD59	11.7455660245744
CD5L	4.45429613657919
CD6	4.3253588596564
CD63	12.4261971865725
CD68	6.08198353346665
CD69	8.23717280197925
CD7	3.94205584200769
CD70	4.94257148167468
CD72	4.18886321578016
CD74	4.94257148167468
CD79A	5.916060394741
CD79B	4.04538510778212
