probe_id	symbol	GSM2805414_Ad-LacZ.CEL
1561714_a_at	B3GALNT2	3.03337894032123
1561719_at	LOC101928196	2.52361271094291
1561720_at	RECQL5	2.32541726541788
1561721_a_at	C12orf40	2.32541726541788
1561723_at	RP11-6F2.5	2.95702656720714
1561726_s_at	CD81-AS1	4.84605736296546
1561728_a_at	LINC00642	2.88170408475174
1561732_at	LOC101929181	3.81930779870933
1561739_at	RP11-1C8.6	3.03337894032123
1561741_at	LOC101929224	3.34641404535109
1561757_a_at	LOC283352	3.58446016061881
1561759_at	LOC645513	2.52361271094291
1561760_s_at	LOC645513	2.95702656720714
1561761_x_at	LOC645513	2.95702656720714
1561785_at	MUC4	4.45429613657919
1561795_at	LINC01393	3.03337894032123
1561806_at	BC028670	3.11064025994831
1561817_at	AX747630	2.52361271094291
1561820_at	SCN8A	3.18867242522585
1561846_s_at	CCDC168	3.18867242522585
1561847_at	NUDT17	5.54665470893319
1561849_at	PKD1L2	3.42576793345345
1561850_at	LOC100133669	4.51585802206809
1561853_a_at	IL23R	3.50518532530405
1561860_at	BC042029	3.26732057569154
1561868_at	RP4-584D14.7	4.51585802206809
1561877_at	LOC100996624	2.52361271094291
1561880_a_at	SIGLEC16	3.11064025994831
1561881_at	LOC100505718	2.80751536351294
1561882_at	SYTL3	2.4561018218042
1561884_at	CEPT1	3.89589989630613
1561889_at	AC078842.4	2.95702656720714
1561889_at	AK094915	2.95702656720714
1561890_at	C10orf128	3.18867242522585
1561891_at	LOC101928668	3.58446016061881
1561892_at	ZMYM6	2.88170408475174
1561894_at	C7orf49	3.03337894032123
1561894_at	LOC653739	3.03337894032123
1561897_at	RP11-932O9.4	4.3253588596564
1561899_at	CLECL1	2.88170408475174
1561905_at	BC048141	3.42576793345345
1561908_a_at	HS3ST3B1	4.89507984215023
1561909_at	BC052578	3.26732057569154
1561909_at	RP11-398G24.2	3.26732057569154
1561914_at	BC048997	2.3900334125817
1561916_at	BC042811	3.74173351593308
1561916_at	RP11-340I6.8	3.74173351593308
1561923_a_at	SF3B6	3.11064025994831
1561927_at	ANKUB1	2.80751536351294
1561928_s_at	ANKUB1	4.11794509479741
1561937_x_at	IGHA1	7.40720170961806
1561937_x_at	IGHG1	7.40720170961806
1561937_x_at	IGHM	7.40720170961806
1561937_x_at	IGHV4-31	7.40720170961806
1561939_at	DYNC2H1	2.2622545976128
1561940_at	CHFR	4.45429613657919
1561940_at	LOC100128843	4.45429613657919
1561942_x_at	ERVK13-1	4.39079260185657
1561948_at	COQ10B	4.18886321578016
1561951_at	SLC5A12	2.59254649341595
1561960_at	CSPG4P5	5.41759135608184
1561961_at	PHF2P1	2.3900334125817
1561963_at	MIR4296	2.20053923674618
1561965_at	SNRPB2	2.4561018218042
1561966_at	BC041363	2.59254649341595
1561967_at	BC041347	4.94257148167468
1561967_at	FLNB-AS1	4.94257148167468
1561969_at	ZPLD1	2.59254649341595
1561973_at	SMARCC2	2.95702656720714
1561976_at	C1orf167	5.31260674907596
1561978_at	LOC284798	4.63321174135031
1561979_at	LOC100505635	3.74173351593308
1561983_at	LINC01206	2.88170408475174
1561984_at	LINC00838	3.42576793345345
1561985_at	C14orf39	2.20053923674618
1561988_at	LOC286068	4.689072800347
1561990_at	LOC157931	3.58446016061881
1562000_at	LOC400620	2.80751536351294
1562002_at	MYOZ3	6.99709170906074
1562004_x_at	MYOZ3	6.45519943668336
1562005_at	RIN3	3.26732057569154
1562011_at	DOCK4-AS1	2.66287249773403
1562012_at	LOC100506730	3.42576793345345
1562013_a_at	LOC100506730	5.54665470893319
1562017_at	LOC100130654	3.26732057569154
1562019_at	NT5DC4	2.20053923674618
1562020_s_at	NT5DC4	2.73454767877389
1562022_s_at	LOC100130987	8.31624635479599
1562022_s_at	RAD9A	8.31624635479599
1562023_at	BC037970	2.73454767877389
1562023_at	RP11-94M14.2	2.73454767877389
1562026_at	WNK2	5.63639924212702
1562028_at	CCND3	4.51585802206809
1562029_at	LOC101927495	2.88170408475174
1562030_at	LOC284898	4.57548750294698
1562031_at	JAK2	3.18867242522585
1562032_at	RP4-539M6.14	3.74173351593308
1562034_at	LINC00163	4.89507984215023
1562036_at	RP11-109G23.3	3.97131775791213
1562038_at	LOC101928694	2.52361271094291
1562044_at	LOC101928580	3.34641404535109
1562046_at	LOC101927244	2.88170408475174
1562048_at	LOC152225	2.3900334125817
1562049_at	LOC101927734	2.4561018218042
1562051_at	LOC729296	2.4561018218042
1562051_at	MIR646HG	2.4561018218042
1562052_at	LOC101927159	4.39079260185657
1562053_at	RP11-10K16.1	2.73454767877389
1562054_at	SMEK3P	2.2622545976128
1562056_at	AC017002.2	5.11868952610534
1562058_at	AK094733	3.58446016061881
1562058_at	RP11-114G22.1	3.58446016061881
1562065_at	LOC101927582	3.18867242522585
1562066_at	TRIQK	4.04538510778212
1562069_at	AX747405	3.26732057569154
1562071_at	BC045791	2.3900334125817
1562073_at	LOC101927815	3.18867242522585
1562074_a_at	UNC13C	3.50518532530405
1562078_at	LOC101929172	3.66338070308954
1562080_at	LINC00424	2.4561018218042
1562081_a_at	LINC00424	6.22385166618304
1562086_at	BC044614	2.4561018218042
1562089_at	GLYATL1	2.52361271094291
1562095_at	SLMAP	2.1402587154349
1562098_at	BC062763	3.81930779870933
1562100_at	BC024169	3.03337894032123
1562103_at	LINC01359	4.57548750294698
1562107_at	LOC101928833	2.80751536351294
1562110_at	BC022892	2.59254649341595
1562111_at	BC048132	2.3900334125817
1562112_at	BC045788	2.4561018218042
1562116_at	LOC101928537	3.42576793345345
1562121_at	CHL1-AS1	3.50518532530405
1562122_at	RP11-214N1.1	2.3900334125817
1562130_at	IQCA1	2.95702656720714
1562133_x_at	ZNF90	2.20053923674618
1562139_a_at	FOXP2	2.2622545976128
1562142_at	SKIV2L2	2.4561018218042
1562152_at	LOC101928298	2.3900334125817
1562153_a_at	MIR1204	4.84605736296546
1562153_a_at	PVT1	4.84605736296546
1562157_at	LOC101928770	4.25802935653126
1562167_a_at	DEFB122	3.34641404535109
1562173_a_at	LINC00555	3.34641404535109
1562190_at	LOC101928739	2.4561018218042
1562201_x_at	RP11-357G3.2	2.2622545976128
1562209_at	DCAF4L1	2.32541726541788
1562211_a_at	ZNF491	3.97131775791213
1562214_at	LINC01107	3.50518532530405
1562217_at	FLJ34521	3.26732057569154
1562219_at	LINC00951	5.11868952610534
1562220_at	RP11-195M16.3	5.23812423899609
1562222_at	LOC101927606	4.39079260185657
1562223_at	LOC642426	1.80744936149645
1562226_at	VWDE	2.3900334125817
1562227_at	PDE5A	4.84605736296546
1562228_s_at	PDE5A	5.97136485736855
1562232_at	RP11-508N22.12	5.27584495978125
1562234_a_at	NAV3	3.66338070308954
1562236_at	KAT6B	2.1402587154349
1562238_at	USPL1	2.59254649341595
1562239_at	SGSM1	3.26732057569154
1562240_at	PLXNA4	4.79542979977343
1562244_at	ZNF578	3.03337894032123
1562245_a_at	ZNF578	2.80751536351294
1562247_at	LOC286058	3.74173351593308
1562249_at	EPHA1-AS1	2.4561018218042
1562251_a_at	LOC574538	2.80751536351294
1562253_at	SLC7A11-AS1	2.88170408475174
1562255_at	SYTL3	2.2622545976128
1562256_at	NLRP1	5.03325790723623
1562257_x_at	NLRP1	5.77458225079494
1562259_at	TEX9	2.59254649341595
1562261_at	AMZ1	4.79542979977343
1562263_at	LOC100507156	5.31260674907596
1562264_at	LOC339685	3.81930779870933
1562267_s_at	ZNF709	4.45429613657919
1562269_at	RP11-203B7.2	3.03337894032123
1562270_at	ARHGEF7	2.2622545976128
1562271_x_at	ARHGEF7	5.27584495978125
1562272_at	LOC101927914	4.45429613657919
1562273_at	CNGA4	3.26732057569154
1562274_at	LOC101928446	3.18867242522585
1562278_at	DNAH1	2.52361271094291
1562282_at	ZNF568	3.11064025994831
1562287_at	SNTG1	2.2622545976128
1562292_at	ANKRD30B	2.66287249773403
1562294_x_at	ANKRD30B	2.32541726541788
1562295_at	ADAMTS9-AS2	4.25802935653126
1562299_at	TTC6	3.03337894032123
1562301_at	C8orf34	2.3900334125817
1562303_at	ZKSCAN3	3.74173351593308
1562305_x_at	ZKSCAN3	4.11794509479741
1562308_at	LOC283682	3.18867242522585
1562309_s_at	PHF21B	2.59254649341595
1562310_at	BC040311	2.08139527620818
1562313_at	BCORP1	2.66287249773403
1562317_at	FAM186A	3.03337894032123
1562319_at	FAM169B	5.03325790723623
1562320_at	NAV2-AS5	2.80751536351294
1562321_at	PDK4	2.73454767877389
1562326_at	LINC01122	4.04538510778212
1562329_at	CSMD1	1.96782753221077
1562330_s_at	CSMD1	3.74173351593308
1562336_at	CASC2	3.50518532530405
1562337_at	OR7D2	2.73454767877389
1562338_at	MARCH1	2.80751536351294
1562341_at	LOC101927560	2.52361271094291
1562341_at	LOC101927587	2.52361271094291
1562348_at	LINC00664	2.73454767877389
1562349_at	TRAPPC2	2.88170408475174
1562351_at	LDHAL6CP	2.80751536351294
1562352_at	LOC101928583	2.20053923674618
1562353_x_at	LOC101928583	2.95702656720714
1562364_at	GVINP1	2.3900334125817
1562365_at	LOC286177	2.4561018218042
1562367_at	C15orf54	8.48277661462189
1562368_at	CARD11	3.34641404535109
1562371_s_at	VWA3B	2.3900334125817
1562372_at	SV2C	2.4561018218042
1562378_s_at	PROM2	7.59052887745201
1562381_at	HLA-F-AS1	2.20053923674618
1562383_at	MIR4313	4.11794509479741
1562386_s_at	ZNF501	3.66338070308954
1562387_at	C5orf42	2.80751536351294
1562388_at	LOC285819	3.58446016061881
1562389_at	LOC101927359	3.34641404535109
1562391_at	B3GALNT2	2.95702656720714
1562392_at	MRPL23	4.04538510778212
1562400_at	LOC283112	2.4561018218042
1562403_a_at	SLC8A3	4.3253588596564
1562408_at	CTD-2008P7.1	5.23812423899609
1562409_s_at	CTD-2008P7.1	5.72088661571006
1562411_at	MYLK3	4.18886321578016
1562413_at	LINC00167	3.74173351593308
1562414_at	LOC100509814	2.95702656720714
1562415_a_at	SPOCD1	5.34845643159295
1562418_at	AP001604.3	2.2622545976128
1562418_at	BC043580	2.2622545976128
1562424_at	LOC285889	3.03337894032123
1562425_at	STK24	3.66338070308954
1562426_a_at	STK24	3.81930779870933
1562428_at	LOC654780	3.97131775791213
1562433_at	LINC01181	3.42576793345345
1562434_at	UNK	5.07659632050245
1562436_at	CARS-AS1	4.45429613657919
1562439_at	BC036778	2.3900334125817
1562439_at	NCOA3	2.3900334125817
1562440_at	MAP3K13	3.42576793345345
1562442_a_at	SSBP1	4.84605736296546
1562443_at	CLVS2	4.04538510778212
1562446_at	ZNF391	3.42576793345345
1562447_a_at	PPP1R26-AS1	3.97131775791213
1562449_s_at	LARGE-AS1	5.82635089651153
1562455_at	LOC101929586	3.74173351593308
1562457_at	NCKAP5L	3.11064025994831
1562458_at	UBE2W	3.26732057569154
1562460_at	CNDP2	6.66877478333816
1562462_at	DNAH10	4.18886321578016
1562463_at	LOC101929260	4.18886321578016
1562469_at	CASC15	2.66287249773403
1562470_at	TCEANC2	2.32541726541788
1562472_at	AX746830	2.88170408475174
1562474_at	LOC101929147	6.08198353346665
1562475_at	TEX41	3.58446016061881
1562477_at	EBF2	3.42576793345345
1562478_at	LINC00659	3.66338070308954
1562480_at	RP11-475A13.2	2.1402587154349
1562484_at	C17orf104	2.59254649341595
1562487_at	LOC101927623	5.31260674907596
1562488_at	PIEZO2	5.60710032628528
1562490_at	THEM5	2.2622545976128
1562491_at	LOC101928622	2.3900334125817
1562492_at	LOC340090	2.4561018218042
1562495_at	ANKFY1	3.97131775791213
1562496_at	LOC339539	4.39079260185657
1562501_at	LOC255177	3.42576793345345
1562509_at	TMEM108-AS1	3.81930779870933
1562510_at	LINC01343	4.94257148167468
1562511_at	LYST	3.26732057569154
1562512_at	SMPDL3A	2.73454767877389
1562514_at	RP11-201A3.1	2.73454767877389
1562516_at	WDR60	2.32541726541788
1562520_at	LOC101929473	2.80751536351294
1562523_at	LOC101927641	3.03337894032123
1562524_at	LOC101929196	4.3253588596564
1562527_at	LOC441666	3.50518532530405
1562537_at	FCER1A	2.88170408475174
1562540_at	LOC339978	4.39079260185657
1562543_at	LOC101927660	2.59254649341595
1562546_at	LOC101930657	2.66287249773403
1562549_at	LINC01271	4.11794509479741
1562557_at	LOC101928144	4.04538510778212
1562558_at	LOC440704	2.20053923674618
1562559_at	C9orf89	4.98860652264438
1562562_at	ANKUB1	2.80751536351294
1562563_at	HCN1	4.51585802206809
1562566_at	TRAF3IP2-AS1	2.02392678206714
1562568_at	LOC400541	2.88170408475174
1562573_at	CYP17A1	2.66287249773403
1562581_at	LOC254028	4.18886321578016
1562582_at	AK054988	2.1402587154349
1562583_s_at	AK054988	2.95702656720714
1562583_s_at	TPTE2P1	2.95702656720714
1562585_at	LOC284263	3.26732057569154
1562586_at	RP13-379O24.2	4.57548750294698
1562587_at	CLNK	2.59254649341595
1562589_at	LOC101928460	3.34641404535109
1562590_at	PRTG	4.74312457005934
1562591_a_at	OFCC1	2.80751536351294
1562595_at	LOC101928314	2.20053923674618
1562597_at	LOC101929505	3.18867242522585
1562598_at	DLG5-AS1	2.4561018218042
1562601_at	LINC01121	5.72088661571006
1562603_at	RAD51L3-RFFL	3.97131775791213
1562603_at	RFFL	3.97131775791213
1562604_at	LOC101927043	3.42576793345345
1562606_a_at	LOC440028	4.25802935653126
1562610_at	AC004538.3	3.34641404535109
1562610_at	BC040327	3.34641404535109
1562616_at	RP11-809F4.3	2.3900334125817
1562617_at	LOC340074	4.3253588596564
1562619_at	NME9	3.58446016061881
1562621_at	LOC101927040	2.73454767877389
1562623_at	LOC146513	3.26732057569154
1562625_at	FRYL	2.88170408475174
1562627_at	LOC100130078	5.5154549349024
1562628_at	KRT40	2.1402587154349
1562629_a_at	KRT40	4.04538510778212
1562630_at	LOC101928651	3.81930779870933
1562631_at	TEX26-AS1	3.26732057569154
1562632_at	LOC285191	4.63321174135031
1562633_at	RMST	3.89589989630613
1562634_at	LOC101927869	2.52361271094291
1562637_at	SAMD12	2.2622545976128
1562638_at	LOC339874	2.80751536351294
1562639_at	KIF6	3.89589989630613
1562640_at	HOXA-AS2	3.34641404535109
1562641_at	FAM122C	4.84605736296546
1562643_at	LOC101929279	4.04538510778212
1562644_at	MTHFD2L	2.4561018218042
1562645_at	LOC401176	3.34641404535109
1562648_at	CCDC88A	2.4561018218042
1562650_at	FRYL	2.73454767877389
1562651_at	ZSCAN1	4.57548750294698
1562653_at	LOC101929413	2.88170408475174
1562655_at	LOC101927447	2.80751536351294
1562657_a_at	C10orf90	4.94257148167468
1562659_at	LOC400548	4.18886321578016
1562661_at	AX746690	4.25802935653126
1562661_at	RP4-564F22.5	4.25802935653126
1562664_at	LOC286009	6.4050091559937
1562665_at	RP1-142L7.9	2.73454767877389
1562670_at	AK093301	2.59254649341595
1562670_at	RP11-862G15.1	2.59254649341595
1562671_s_at	AK093301	3.18867242522585
1562671_s_at	RP11-862G15.1	3.18867242522585
1562674_at	LOC101929325	4.74312457005934
1562675_at	C1orf86	5.19939444352561
1562681_at	KRTAP5-AS1	4.74312457005934
1562682_at	LOC101928784	2.52361271094291
1562683_a_at	LINC01097	3.18867242522585
1562684_at	RP11-342L8.2	2.88170408475174
1562688_at	DQ582785	2.52361271094291
1562689_at	LOC151484	4.94257148167468
1562690_at	LOC101929319	2.88170408475174
1562691_at	FGF10-AS1	3.58446016061881
1562693_at	AK097836	3.34641404535109
1562693_at	RP5-971N18.3	3.34641404535109
1562694_at	C3orf65	2.88170408475174
1562695_at	FOXN4	5.38343770688919
1562696_at	FAM155A-IT1	2.1402587154349
1562697_at	LOC339988	5.80069876480059
1562698_x_at	LOC339988	5.38343770688919
1562699_at	LOC101928847	2.66287249773403
1562701_at	CTD-2297D10.2	3.18867242522585
1562703_at	LINC00964	3.97131775791213
1562710_at	LOC101928553	2.2622545976128
1562712_at	LOC101927933	3.74173351593308
1562712_at	LRRC8C	3.74173351593308
1562713_a_at	NETO1	3.11064025994831
1562716_at	LOC284632	3.11064025994831
1562717_at	LINC00299	3.66338070308954
1562718_at	AP000253.1	2.88170408475174
1562719_at	LOC101928476	3.58446016061881
1562720_at	LOC101927286	2.88170408475174
1562722_at	PRR20A	4.04538510778212
1562722_at	PRR20B	4.04538510778212
1562722_at	PRR20C	4.04538510778212
1562722_at	PRR20D	4.04538510778212
1562722_at	PRR20E	4.04538510778212
1562724_at	LOC286114	3.50518532530405
1562728_at	CTC-360P9.3	4.89507984215023
1562729_at	RP11-893F2.14	5.60710032628528
1562730_a_at	RP11-893F2.14	3.97131775791213
1562731_s_at	MDS2	5.03325790723623
1562732_at	TMEM232	3.58446016061881
1562733_at	LINC00092	5.27584495978125
1562736_at	LHX9	2.59254649341595
1562737_at	BC041448	2.1402587154349
1562737_at	RP11-422J15.1	2.1402587154349
1562738_a_at	USP3-AS1	2.88170408475174
1562739_at	LOC285593	3.18867242522585
1562740_at	DNAJB8-AS1	2.73454767877389
1562741_at	UBXN4	3.66338070308954
1562742_at	LINC01362	2.59254649341595
1562743_at	ZNF33B	3.74173351593308
1562745_at	RP11-804H8.6	4.689072800347
1562747_at	LOC101928101	3.81930779870933
1562748_at	LOC253044	4.3253588596564
1562749_at	LOC644090	4.39079260185657
1562750_at	RP11-546O6.4	2.80751536351294
1562751_at	RP1-58B11.1	3.89589989630613
1562753_at	ST6GALNAC5	3.26732057569154
1562754_at	RP11-381P6.1	3.50518532530405
1562759_at	LOC101927044	4.11794509479741
1562760_at	LOC101929288	3.74173351593308
1562761_at	NMRK1	3.03337894032123
1562762_at	C3orf56	2.80751536351294
1562764_at	RP11-13K12.5	4.57548750294698
1562765_at	WWTR1-AS1	3.66338070308954
1562770_at	SPATA13	4.74312457005934
1562772_a_at	DAND5	4.94257148167468
1562775_at	NUDT12	2.32541726541788
1562776_at	LOC339807	5.31260674907596
1562777_at	ERV3-1	3.03337894032123
1562778_at	FAM166A	5.48356555846598
1562783_at	LOC100128840	3.89589989630613
1562785_at	LOC101929118	4.51585802206809
1562786_at	LOC101928886	3.58446016061881
1562788_at	LINC01342	5.45095545100829
1562789_at	ZNF229	3.89589989630613
1562790_at	NCALD	2.80751536351294
1562791_at	MYCBPAP	3.03337894032123
1562792_at	LOC101927157	3.89589989630613
1562799_at	LOC100130285	5.66511497250041
1562801_at	LOC101927379	4.79542979977343
1562802_at	LINC00210	2.52361271094291
1562803_at	LRRC37A5P	2.4561018218042
1562805_at	TLR8-AS1	4.51585802206809
1562810_at	AC003986.5	4.51585802206809
1562810_at	BC043576	4.51585802206809
1562811_at	CTD-2194D22.4	2.73454767877389
1562812_at	ZNF32-AS3	2.88170408475174
1562815_at	EFCAB6	2.80751536351294
1562818_at	NMNAT2	4.84605736296546
1562821_a_at	DSCAM-AS1	3.26732057569154
1562822_at	LOC101928389	2.95702656720714
1562823_at	ROR1-AS1	2.20053923674618
1562825_at	CEACAMP3	3.03337894032123
1562826_at	LOC101927049	3.97131775791213
1562827_at	DIO2-AS1	3.58446016061881
1562829_at	LOC339568	4.04538510778212
1562830_at	METTL15	3.18867242522585
1562831_a_at	WDR11-AS1	4.04538510778212
1562832_at	C3orf65	3.26732057569154
1562836_at	DDX6	7.04157404463975
1562839_at	LINC00894	2.3900334125817
1562841_at	LOC339666	4.84605736296546
1562844_at	LINC01115	3.34641404535109
1562845_at	EP400NL	4.04538510778212
1562847_at	LOC101929297	2.80751536351294
1562848_at	IST1	4.51585802206809
1562850_at	LOC101928283	3.18867242522585
1562854_at	BC041451	2.3900334125817
1562854_at	RP1-206D15.3	2.3900334125817
1562857_at	LOC101928417	2.73454767877389
1562860_at	LOC101928271	2.20053923674618
1562861_at	LINC01231	5.66511497250041
1562862_at	RP3-388M5.9	3.50518532530405
1562864_at	LOC101929239	2.4561018218042
1562866_at	RP11-184E9.2	2.32541726541788
1562869_at	LOC101929406	5.41759135608184
1562870_at	LOC101929517	2.73454767877389
1562871_at	AOX2P	3.26732057569154
1562873_at	LOC101928818	2.73454767877389
1562873_at	PWRN1	2.73454767877389
1562876_s_at	MIR4435-1HG	2.59254649341595
1562876_s_at	RP11-181E10.3	2.59254649341595
1562878_at	LOC102723704	2.88170408475174
1562880_at	LOC100288238	2.20053923674618
1562885_at	LOC101929002	4.63321174135031
1562888_at	GLB1L3	4.63321174135031
1562892_at	CHCHD5	3.50518532530405
1562893_at	LOC101927657	3.34641404535109
1562895_at	LOC101927502	2.66287249773403
1562896_at	TNRC18	7.21667047796594
1562901_at	LINC01197	2.80751536351294
1562902_at	LOC101927723	2.59254649341595
1562903_at	FAM86B3P	4.18886321578016
1562904_s_at	FAM86B3P	5.03325790723623
1562906_at	FAM170A	5.1596019472039
1562908_at	LOC339468	2.95702656720714
1562909_at	LINC00862	2.4561018218042
1562910_at	SH3PXD2B	5.38343770688919
1562914_a_at	LINC00905	5.45095545100829
1562915_at	LOC101927513	5.72088661571006
1562916_at	LINC00102	2.32541726541788
1562919_at	FAM45A	2.2622545976128
1562920_at	LOC441086	4.57548750294698
1562921_at	EP300-AS1	4.689072800347
1562922_at	LOC101929133	3.26732057569154
1562923_at	LOC101928449	3.34641404535109
1562924_at	LOC340357	5.41759135608184
1562925_at	LOC101927648	3.58446016061881
1562927_at	RP11-152L20.3	2.32541726541788
1562930_at	SRRM2-AS1	4.89507984215023
1562934_at	LOC101927460	3.03337894032123
1562938_at	FAHD2CP	3.11064025994831
1562939_at	LRRC16A	3.81930779870933
1562942_at	LOC101929949	3.58446016061881
1562943_at	MACROD2-AS1	3.11064025994831
1562944_at	LOC101928160	4.63321174135031
1562944_at	ZNF707	4.63321174135031
1562949_at	LINC00358	2.59254649341595
1562950_at	LOC101927210	4.11794509479741
1562953_s_at	WDFY3-AS2	4.25802935653126
1562960_at	KCNQ1-AS1	4.74312457005934
1562961_at	CTD-2293H3.1	3.34641404535109
1562965_at	LOC101927095	3.18867242522585
1562966_at	KIAA1217	3.42576793345345
1562969_at	DNMBP	2.88170408475174
1562969_at	LOC101927371	2.88170408475174
1562972_at	LINC00929	4.18886321578016
1562973_at	LOC101928201	2.59254649341595
1562979_at	CTD-2553C6.1	3.50518532530405
1562981_at	HBB	6.22385166618304
1562982_at	LINC01448	2.4561018218042
1562983_at	LOC441025	3.26732057569154
1562984_at	LOC101928937	3.97131775791213
1562988_at	ZSCAN30	2.73454767877389
1562990_at	LINC00564	2.20053923674618
1562991_at	ZNF292	2.59254649341595
1562997_a_at	BC041484	2.08139527620818
1562997_a_at	RP11-90K6.1	2.08139527620818
1563002_at	RP11-359K18.3	3.26732057569154
1563003_at	ITGAX	4.74312457005934
1563005_at	LOC101929441	6.68288545530928
1563007_at	LOC101929241	3.89589989630613
1563008_at	LOC100287877	4.45429613657919
1563009_at	BC039485	4.25802935653126
1563009_at	LOC284930	4.25802935653126
1563010_at	ITGB8	3.34641404535109
1563013_at	LOC646522	3.81930779870933
1563014_at	RPS15	2.95702656720714
1563015_at	LOC101928135	2.80751536351294
1563018_at	TBX5	3.42576793345345
1563019_at	LOC101927071	4.18886321578016
1563022_at	CCDC160	2.66287249773403
1563027_at	LOC101927406	3.66338070308954
1563034_at	GPD1	3.81930779870933
1563035_x_at	GPD1	3.42576793345345
1563038_at	BC038194	3.18867242522585
1563038_at	RP11-550P17.5	3.18867242522585
1563039_at	LARGE-AS1	2.20053923674618
1563040_s_at	LARGE-AS1	2.02392678206714
1563042_at	LOC338694	4.79542979977343
1563043_at	LINC00620	4.25802935653126
1563044_at	LOC101927865	3.97131775791213
1563048_at	RP5-1039K5.16	5.41759135608184
1563051_at	OSBP	2.52361271094291
1563053_at	LOC729083	2.08139527620818
1563059_at	LOC340581	3.03337894032123
1563061_at	BC039487	2.66287249773403
1563062_at	LINC00460	3.66338070308954
1563063_at	LINC01049	3.81930779870933
1563064_at	LOC101927313	3.89589989630613
1563069_at	AP001605.4	5.07659632050245
1563070_at	LINC01395	3.03337894032123
1563071_at	LOC100289061	4.39079260185657
1563072_at	RP11-171N4.1	2.02392678206714
1563073_at	LINC01282	3.58446016061881
1563074_at	LOC255654	5.34845643159295
1563077_at	LOC100289058	3.42576793345345
1563078_at	LOC101929460	4.3253588596564
1563079_at	LOC100289090	4.18886321578016
1563079_at	RP11-23P13.6	4.18886321578016
1563082_at	LINC00486	3.50518532530405
1563083_s_at	LINC00486	2.2622545976128
1563086_at	LOC101928894	3.50518532530405
1563088_a_at	LOC284837	4.63321174135031
1563090_at	CCDC33	5.63639924212702
1563092_at	RP11-791M20.1	3.18867242522585
1563097_at	DNAH12	3.34641404535109
1563098_at	IGFN1	3.50518532530405
1563099_at	LOC100507053	2.52361271094291
1563101_at	ARNTL2-AS1	2.59254649341595
1563103_at	LOC101927049	2.95702656720714
1563107_at	LOC101927843	2.80751536351294
1563108_at	ELFN2	4.39079260185657
1563108_at	RP1-63G5.8	4.39079260185657
1563111_a_at	PIGX	5.94818564095007
1563112_at	BC039686	3.81930779870933
1563113_at	UBR4	3.11064025994831
1563115_at	BC039673	3.58446016061881
1563116_at	LOC101927363	2.59254649341595
1563117_at	LOC388456	3.26732057569154
1563119_at	HP09025	3.89589989630613
1563120_at	LOC100129029	3.42576793345345
1563120_at	LOC100131270	3.42576793345345
1563121_at	LOC101927650	4.39079260185657
1563127_at	LINC01428	3.58446016061881
1563132_at	LINC01169	3.03337894032123
1563135_at	LOC101927616	2.2622545976128
1563137_at	MGAT5B	4.04538510778212
1563142_at	RP11-521D12.1	5.92462792363701
1563143_at	LOC100507065	4.63321174135031
1563145_at	LINC00301	2.4561018218042
1563157_at	BC040624	3.11064025994831
1563157_at	FOXP1-AS1	3.11064025994831
1563160_at	F11	2.2622545976128
1563162_at	LOC101927508	2.73454767877389
1563165_at	LOC101928978	3.66338070308954
1563168_at	NRG1-IT1	2.88170408475174
1563170_at	LOC101927059	3.42576793345345
1563171_at	GNA14-AS1	3.11064025994831
1563174_at	LINC01243	3.03337894032123
1563178_at	CTD-2130O13.1	4.74312457005934
1563179_at	RP3-400B16.4	2.59254649341595
1563181_a_at	BC047942	5.72088661571006
1563181_a_at	RP11-122K13.14	5.72088661571006
1563182_at	ACVR1C	2.88170408475174
1563185_at	LOC101930566	2.52361271094291
1563185_at	LOC102800447	2.52361271094291
1563188_at	LOC102723448	2.52361271094291
1563190_at	BC037214	2.4561018218042
1563190_at	RP11-58G13.1	2.4561018218042
1563204_at	ZNF627	3.74173351593308
1563207_at	C3orf65	2.3900334125817
1563208_s_at	C3orf65	3.34641404535109
1563209_a_at	MACROD2	2.59254649341595
1563219_at	NADK2-AS1	3.18867242522585
1563221_at	LOC414300	2.88170408475174
1563222_at	TMBIM4	5.03325790723623
1563223_a_at	CENPI	2.4561018218042
1563226_at	SLC38A10	3.34641404535109
1563228_x_at	SLC38A10	3.42576793345345
1563229_at	DLEU2	3.03337894032123
1563229_at	MIR15A	3.03337894032123
1563235_at	RP11-400N13.1	4.3253588596564
1563241_at	LOC101927018	2.3900334125817
1563244_at	RP11-650K20.3	4.79542979977343
1563245_at	CLYBL-AS2	2.59254649341595
1563246_at	LINC01432	2.73454767877389
1563247_at	LOC101927526	3.50518532530405
1563250_at	LOC101927362	5.57719405048152
1563252_at	ERBB3	3.26732057569154
1563253_s_at	ERBB3	5.5154549349024
1563254_a_at	FAM170B-AS1	2.08139527620818
1563255_at	FAM170B-AS1	4.11794509479741
1563260_at	LINC00587	3.34641404535109
1563263_at	PLCG2	3.42576793345345
1563265_at	HNF4A-AS1	2.32541726541788
1563271_at	BC039545	4.98860652264438
1563271_at	RP11-1008C21.1	4.98860652264438
1563272_at	TBC1D8B	4.04538510778212
1563274_at	LOC101929269	4.84605736296546
1563283_at	LOC101927247	4.57548750294698
1563287_at	LOC101929019	3.03337894032123
1563290_at	DNAH3	4.57548750294698
