probe_id	GSM2805414_Ad-LacZ.CEL
1552584_at	4.63321174135031
1552585_s_at	2.52361271094291
1552586_at	4.63321174135031
1552587_at	2.2622545976128
1552588_a_at	2.66287249773403
1552590_a_at	3.18867242522585
1552592_at	2.2622545976128
1552594_at	5.03325790723623
1552596_at	5.72088661571006
1552598_at	5.38343770688919
1552599_at	4.18886321578016
1552602_at	4.18886321578016
1552604_at	4.51585802206809
1552605_s_at	2.80751536351294
1552607_at	3.89589989630613
1552608_at	4.04538510778212
1552609_s_at	3.66338070308954
1552610_a_at	9.92887693638569
1552611_a_at	8.02093677168982
1552612_at	6.22385166618304
1552613_s_at	6.42193400204054
1552615_at	7.65636928591885
1552616_a_at	4.45429613657919
1552617_a_at	8.38690674974148
1552618_at	7.61281121637772
1552619_a_at	4.39079260185657
1552620_at	6.62559529412833
1552621_at	6.37055190175868
1552622_s_at	3.97131775791213
1552623_at	4.04538510778212
1552625_a_at	6.43866259588103
1552626_a_at	5.19939444352561
1552627_a_at	5.85155487228707
1552628_a_at	8.39550083881618
1552629_a_at	3.18867242522585
1552630_a_at	4.11794509479741
1552631_a_at	4.98860652264438
1552632_a_at	5.27584495978125
1552633_at	5.38343770688919
1552634_a_at	5.74798423066086
1552637_at	3.34641404535109
1552639_at	3.81930779870933
1552641_s_at	5.82635089651153
1552643_at	6.93948786709542
1552644_a_at	5.69327027861458
1552646_at	5.07659632050245
1552648_a_at	7.84387224734631
1552649_a_at	4.63321174135031
1552651_a_at	4.39079260185657
1552652_at	4.74312457005934
1552656_s_at	4.84605736296546
1552657_a_at	3.89589989630613
1552658_a_at	5.23812423899609
1552660_a_at	7.08472578863552
1552661_at	2.73454767877389
1552662_a_at	5.5154549349024
1552663_a_at	6.97432542191132
1552664_at	7.38147570814113
1552665_at	6.31727201109934
1552666_a_at	2.88170408475174
1552667_a_at	7.82490929087758
1552669_at	4.04538510778212
1552670_a_at	7.7055786737091
1552671_a_at	5.27584495978125
1552672_a_at	4.63321174135031
1552673_at	2.95702656720714
1552674_at	2.2622545976128
1552675_at	2.32541726541788
1552676_at	5.48356555846598
1552677_a_at	4.94257148167468
1552678_a_at	7.04157404463975
1552680_a_at	3.03337894032123
1552682_a_at	3.50518532530405
1552684_a_at	4.689072800347
1552685_a_at	4.25802935653126
1552686_at	4.74312457005934
1552687_a_at	3.74173351593308
1552689_at	7.06331124695602
1552690_a_at	4.51585802206809
1552691_at	2.32541726541788
1552693_at	2.66287249773403
1552694_at	2.59254649341595
1552695_a_at	3.97131775791213
1552696_at	4.79542979977343
1552698_at	4.57548750294698
1552701_a_at	12.1025473283331
1552703_s_at	11.1753887607528
1552705_at	2.20053923674618
1552708_a_at	2.4561018218042
1552711_a_at	5.63639924212702
1552712_a_at	4.689072800347
1552713_a_at	3.11064025994831
1552714_at	2.66287249773403
1552715_a_at	3.18867242522585
1552716_at	3.66338070308954
1552717_s_at	7.13691144724351
1552718_at	5.1596019472039
1552719_at	4.74312457005934
1552721_a_at	2.52361271094291
1552722_at	2.02392678206714
1552724_at	5.07659632050245
1552725_s_at	3.42576793345345
1552726_at	4.689072800347
1552727_s_at	2.66287249773403
1552729_at	5.23812423899609
1552730_at	4.25802935653126
1552731_at	3.03337894032123
1552732_at	2.02392678206714
1552733_at	4.94257148167468
1552734_at	2.88170408475174
1552735_at	3.58446016061881
1552736_a_at	3.26732057569154
1552737_s_at	4.3253588596564
1552738_a_at	6.12396054995225
1552739_s_at	6.84225262754527
1552740_at	2.32541726541788
1552742_at	2.1402587154349
1552743_at	3.81930779870933
1552745_at	3.03337894032123
1552747_a_at	2.3900334125817
1552749_a_at	7.16734014361047
1552750_at	2.52361271094291
1552751_a_at	4.11794509479741
1552752_a_at	3.11064025994831
1552754_a_at	2.3900334125817
1552755_at	3.97131775791213
1552757_s_at	2.95702656720714
1552758_at	3.18867242522585
1552760_at	3.34641404535109
1552761_at	5.38343770688919
1552763_at	2.2622545976128
1552765_x_at	2.73454767877389
1552766_at	2.52361271094291
1552767_a_at	5.80069876480059
1552768_at	5.19939444352561
1552769_at	4.39079260185657
1552770_s_at	2.80751536351294
1552771_a_at	2.59254649341595
1552772_at	2.73454767877389
1552773_at	4.18886321578016
1552774_a_at	2.88170408475174
1552775_at	4.39079260185657
1552777_a_at	3.34641404535109
1552779_a_at	4.39079260185657
1552782_at	3.34641404535109
1552783_at	2.1402587154349
1552785_at	2.59254649341595
1552787_at	3.81930779870933
1552788_a_at	4.11794509479741
1552789_at	4.25802935653126
1552790_a_at	6.12396054995225
1552791_a_at	2.59254649341595
1552792_at	4.51585802206809
1552793_at	3.26732057569154
1552794_a_at	3.18867242522585
1552796_a_at	3.50518532530405
1552797_s_at	2.73454767877389
1552798_a_at	8.59149327948287
1552799_at	4.04538510778212
1552800_at	6.20441910211997
1552801_at	2.80751536351294
1552803_a_at	3.34641404535109
1552804_a_at	5.99417754353048
1552806_a_at	2.80751536351294
1552807_a_at	4.63321174135031
1552808_at	2.73454767877389
1552809_at	2.59254649341595
1552811_at	6.50370217880739
1552812_a_at	4.25802935653126
1552813_at	4.89507984215023
1552814_a_at	3.89589989630613
1552816_at	2.66287249773403
1552818_a_at	2.73454767877389
1552819_at	4.25802935653126
1552822_at	2.52361271094291
1552825_at	2.59254649341595
1552826_at	2.32541726541788
1552827_s_at	2.73454767877389
1552828_at	4.3253588596564
1552829_at	4.79542979977343
1552830_at	3.58446016061881
1552833_at	5.45095545100829
1552834_at	4.89507984215023
1552835_at	2.3900334125817
1552836_at	6.0166351110202
1552837_at	2.08139527620818
1552839_at	3.89589989630613
1552841_s_at	2.88170408475174
1552842_at	4.18886321578016
1552843_at	3.26732057569154
1552845_at	5.41759135608184
1552846_s_at	5.38343770688919
1552848_a_at	3.42576793345345
1552849_at	2.20053923674618
1552851_at	2.59254649341595
1552852_a_at	3.11064025994831
1552853_at	2.80751536351294
1552854_a_at	3.81930779870933
1552856_at	3.11064025994831
1552857_a_at	4.3253588596564
1552858_at	2.1402587154349
1552860_at	3.18867242522585
1552862_at	4.11794509479741
1552863_a_at	6.90378820999456
1552865_a_at	5.03325790723623
1552867_at	2.4561018218042
1552868_at	5.69327027861458
1552870_s_at	2.2622545976128
1552872_at	5.5154549349024
1552873_s_at	6.85477151161761
1552875_a_at	2.66287249773403
1552876_at	3.34641404535109
1552877_s_at	3.81930779870933
1552878_at	2.3900334125817
1552879_a_at	3.34641404535109
1552880_at	2.80751536351294
1552882_a_at	3.18867242522585
1552884_at	4.79542979977343
1552885_a_at	6.10312470804833
1552887_at	4.39079260185657
1552889_a_at	6.99709170906074
1552890_a_at	4.51585802206809
1552892_at	6.18472121074123
1552893_at	4.98860652264438
1552895_a_at	3.34641404535109
1552897_a_at	2.80751536351294
1552898_a_at	3.11064025994831
1552899_at	3.26732057569154
1552900_a_at	2.4561018218042
1552902_a_at	4.39079260185657
1552903_at	3.58446016061881
1552904_at	2.3900334125817
1552906_at	2.1402587154349
1552908_at	2.66287249773403
1552910_at	4.45429613657919
1552911_at	4.25802935653126
1552912_a_at	2.4561018218042
1552913_at	2.2622545976128
1552914_a_at	6.0166351110202
1552915_at	4.39079260185657
1552917_at	4.39079260185657
1552919_at	2.80751536351294
1552921_a_at	4.79542979977343
1552922_at	2.4561018218042
1552923_a_at	4.63321174135031
1552924_a_at	4.94257148167468
1552925_at	4.45429613657919
1552927_at	3.42576793345345
1552928_s_at	3.74173351593308
1552929_at	3.11064025994831
1552930_at	5.45095545100829
1552931_a_at	6.31727201109934
1552932_at	3.11064025994831
1552933_at	2.95702656720714
1552935_at	3.89589989630613
1552937_s_at	5.38343770688919
1552938_at	3.50518532530405
1552939_at	2.2622545976128
1552940_at	3.03337894032123
1552942_at	5.27584495978125
1552943_at	2.3900334125817
1552944_a_at	7.7531647782953
1552946_at	3.74173351593308
1552947_x_at	3.66338070308954
1552948_at	3.34641404535109
1552950_at	2.20053923674618
1552952_at	3.11064025994831
1552953_a_at	4.04538510778212
1552954_at	4.39079260185657
1552955_at	3.58446016061881
1552957_at	2.88170408475174
1552960_at	3.50518532530405
1552961_at	2.88170408475174
1552964_at	4.57548750294698
1552965_a_at	3.34641404535109
1552967_at	4.57548750294698
1552969_a_at	3.34641404535109
1552970_s_at	3.03337894032123
1552971_at	2.73454767877389
1552972_at	2.20053923674618
1552973_at	4.3253588596564
1552974_at	2.08139527620818
1552975_x_at	2.4561018218042
1552976_at	4.63321174135031
1552977_a_at	7.56789698321087
1552978_a_at	8.34758694753989
1552979_at	2.59254649341595
1552980_at	5.74798423066086
1552982_a_at	3.81930779870933
1552985_at	3.42576793345345
1552986_at	3.50518532530405
1552987_a_at	2.52361271094291
1552988_at	2.02392678206714
1552990_at	5.07659632050245
1552991_at	2.95702656720714
1552993_at	2.59254649341595
1552995_at	5.54665470893319
1552997_a_at	4.689072800347
1552998_at	3.42576793345345
1552999_a_at	3.58446016061881
1553002_at	3.03337894032123
1553003_at	3.58446016061881
1553004_at	3.26732057569154
1553006_at	3.74173351593308
1553007_a_at	3.03337894032123
1553009_s_at	3.26732057569154
1553011_at	4.98860652264438
1553013_at	3.66338070308954
1553015_a_at	5.9006791386137
1553016_at	3.81930779870933
1553019_at	6.38788339834241
1553020_at	2.88170408475174
1553021_s_at	6.71069938900086
1553022_at	2.2622545976128
1553023_a_at	4.04538510778212
1553024_at	2.20053923674618
1553025_at	4.04538510778212
1553027_a_at	8.17862615327888
1553028_at	4.39079260185657
1553030_a_at	6.85477151161761
1553031_at	4.3253588596564
1553032_at	3.18867242522585
1553033_at	2.95702656720714
1553034_at	5.97136485736855
1553036_at	2.4561018218042
1553037_a_at	3.26732057569154
1553039_a_at	7.74646210824399
1553041_at	4.45429613657919
1553042_a_at	4.79542979977343
1553043_a_at	3.34641404535109
1553044_at	4.79542979977343
1553045_at	4.39079260185657
1553046_s_at	5.92462792363701
1553047_at	4.94257148167468
1553048_a_at	6.24302595586331
1553051_s_at	3.42576793345345
1553052_at	2.52361271094291
1553053_at	3.58446016061881
1553055_a_at	8.57267077768722
1553057_at	3.89589989630613
1553058_at	3.66338070308954
1553059_at	3.58446016061881
1553060_at	4.39079260185657
1553061_at	4.3253588596564
1553062_at	4.45429613657919
1553063_at	5.41759135608184
1553064_at	3.34641404535109
1553066_at	3.74173351593308
1553067_a_at	3.81930779870933
1553069_at	3.18867242522585
1553070_a_at	4.39079260185657
1553071_a_at	4.63321174135031
1553072_at	3.50518532530405
1553074_at	3.18867242522585
1553075_a_at	2.32541726541788
1553076_at	2.88170408475174
1553077_at	2.66287249773403
1553078_at	3.81930779870933
1553079_at	3.50518532530405
1553080_at	2.66287249773403
1553081_at	6.0166351110202
1553082_at	4.04538510778212
1553083_at	4.84605736296546
1553084_at	3.26732057569154
1553086_at	2.66287249773403
1553087_at	3.97131775791213
1553088_a_at	7.4490844807658
1553089_a_at	3.89589989630613
1553093_a_at	3.18867242522585
1553094_at	4.3253588596564
1553096_s_at	6.12396054995225
1553099_at	4.57548750294698
1553101_a_at	7.78621883392899
1553102_a_at	4.98860652264438
1553103_at	7.85013824520798
1553105_s_at	3.11064025994831
1553106_at	7.38147570814113
1553107_s_at	7.2922500998249
1553108_at	6.75143999486093
1553111_a_at	6.64013252566576
1553112_s_at	5.07659632050245
1553113_s_at	5.41759135608184
1553114_a_at	5.85155487228707
1553115_at	5.27584495978125
1553117_a_at	7.28301636075465
1553118_at	5.94818564095007
1553120_at	2.32541726541788
1553122_s_at	3.50518532530405
1553123_at	3.66338070308954
1553125_x_at	2.95702656720714
1553126_a_at	2.2622545976128
1553127_a_at	3.26732057569154
1553129_at	2.66287249773403
1553130_at	5.48356555846598
1553131_a_at	4.94257148167468
1553132_a_at	2.2622545976128
1553133_at	4.18886321578016
1553134_s_at	2.66287249773403
1553136_at	6.48771509787103
1553137_s_at	4.45429613657919
1553138_a_at	2.95702656720714
1553139_s_at	5.1596019472039
1553140_at	2.3900334125817
1553141_at	4.39079260185657
1553142_at	3.26732057569154
1553145_at	3.18867242522585
1553146_at	2.73454767877389
1553147_at	2.4561018218042
1553148_a_at	5.97136485736855
1553150_at	2.66287249773403
1553151_at	3.18867242522585
1553153_at	4.45429613657919
1553155_x_at	3.97131775791213
1553156_at	4.57548750294698
1553157_at	4.04538510778212
1553158_at	5.23812423899609
1553159_at	5.1596019472039
1553162_x_at	5.80069876480059
1553163_at	5.63639924212702
1553165_at	3.66338070308954
1553166_at	4.98860652264438
1553167_a_at	5.69327027861458
1553168_at	5.1596019472039
1553169_at	4.57548750294698
1553171_x_at	3.50518532530405
1553172_at	7.04157404463975
1553174_at	5.41759135608184
1553175_s_at	3.42576793345345
1553176_at	3.34641404535109
1553177_at	3.58446016061881
1553178_a_at	7.26436967144877
1553179_at	3.74173351593308
1553180_at	2.3900334125817
1553181_at	4.689072800347
1553183_at	2.3900334125817
1553185_at	7.27372314171662
1553186_x_at	6.53515448189316
1553188_s_at	3.42576793345345
1553190_s_at	5.27584495978125
1553191_at	2.66287249773403
1553192_at	2.88170408475174
1553193_at	3.18867242522585
1553194_at	6.64013252566576
1553196_a_at	3.26732057569154
1553197_at	2.88170408475174
1553199_at	2.2622545976128
1553202_at	3.18867242522585
1553204_at	5.5154549349024
1553205_at	6.48771509787103
1553207_at	4.57548750294698
1553208_s_at	3.74173351593308
1553209_at	4.3253588596564
1553211_at	2.59254649341595
1553212_at	4.25802935653126
1553213_a_at	3.81930779870933
1553214_a_at	2.20053923674618
1553215_s_at	3.74173351593308
1553216_at	5.07659632050245
1553217_s_at	3.26732057569154
1553218_a_at	7.04157404463975
1553219_a_at	5.07659632050245
1553220_at	4.3253588596564
1553221_at	4.689072800347
1553222_at	7.20693842974707
1553224_at	3.42576793345345
1553225_s_at	3.81930779870933
1553226_at	3.11064025994831
1553227_s_at	4.3253588596564
1553228_at	2.66287249773403
1553229_at	4.04538510778212
1553232_at	2.73454767877389
1553234_at	6.48771509787103
1553235_at	5.07659632050245
1553237_x_at	4.689072800347
1553238_a_at	5.45095545100829
1553239_at	5.48356555846598
1553241_at	3.50518532530405
1553243_at	2.32541726541788
1553244_at	2.32541726541788
1553246_a_at	4.94257148167468
1553247_a_at	2.59254649341595
1553248_at	4.51585802206809
1553249_at	2.73454767877389
1553252_a_at	5.23812423899609
1553253_at	6.48771509787103
1553254_at	2.95702656720714
1553255_at	4.689072800347
1553257_at	5.9006791386137
1553258_at	3.97131775791213
1553260_s_at	2.4561018218042
1553261_x_at	2.1402587154349
1553262_a_at	7.71933561703727
1553263_at	6.62559529412833
1553264_a_at	5.5154549349024
1553265_at	3.26732057569154
1553266_at	2.1402587154349
1553267_a_at	4.94257148167468
1553268_at	4.79542979977343
1553269_at	5.31260674907596
1553271_at	2.32541726541788
1553272_at	4.84605736296546
1553274_a_at	6.75143999486093
1553275_s_at	2.66287249773403
1553276_at	2.2622545976128
1553277_at	2.3900334125817
1553279_at	6.45519943668336
1553280_at	5.99417754353048
1553281_at	4.11794509479741
1553282_at	3.18867242522585
1553284_s_at	5.07659632050245
1553285_s_at	2.80751536351294
1553286_at	6.08198353346665
1553288_a_at	4.51585802206809
1553292_s_at	2.80751536351294
1553293_at	2.32541726541788
1553295_at	2.2622545976128
1553296_at	3.11064025994831
1553297_a_at	5.41759135608184
1553298_at	2.2622545976128
1553299_at	3.03337894032123
1553300_a_at	5.03325790723623
1553301_a_at	2.59254649341595
1553303_at	5.34845643159295
1553304_at	4.18886321578016
1553306_at	3.66338070308954
1553310_at	2.66287249773403
1553311_at	2.1402587154349
1553313_s_at	3.74173351593308
1553314_a_at	3.81930779870933
1553315_at	2.20053923674618
1553316_at	3.50518532530405
1553317_s_at	2.08139527620818
1553318_at	3.58446016061881
1553319_at	3.89589989630613
1553320_s_at	2.20053923674618
1553321_a_at	6.53515448189316
1553322_s_at	4.04538510778212
1553323_a_at	3.66338070308954
1553325_at	3.66338070308954
1553326_at	3.11064025994831
1553327_a_at	3.50518532530405
1553328_a_at	3.34641404535109
1553329_at	2.95702656720714
1553330_at	3.58446016061881
1553333_at	2.4561018218042
1553335_x_at	2.59254649341595
1553336_a_at	4.689072800347
1553338_at	6.92768586455395
1553340_s_at	6.03874844664715
1553341_at	3.97131775791213
1553344_at	2.20053923674618
1553346_a_at	5.74798423066086
1553347_s_at	3.34641404535109
1553348_a_at	4.84605736296546
1553349_at	2.80751536351294
1553350_at	3.66338070308954
1553351_at	3.42576793345345
1553352_x_at	4.57548750294698
1553354_a_at	4.57548750294698
1553355_at	3.74173351593308
1553356_at	2.95702656720714
1553357_at	2.3900334125817
1553359_at	7.51366624025001
1553361_x_at	7.31054214990731
1553362_at	2.02392678206714
1553363_at	2.95702656720714
1553364_at	3.03337894032123
1553365_at	2.88170408475174
1553366_s_at	5.34845643159295
1553367_a_at	4.74312457005934
1553369_at	3.97131775791213
1553371_at	3.18867242522585
1553372_at	3.26732057569154
1553373_at	2.66287249773403
1553374_at	2.20053923674618
1553375_at	4.04538510778212
1553376_a_at	2.3900334125817
1553378_a_at	3.42576793345345
1553380_at	2.95702656720714
1553383_at	2.59254649341595
1553385_at	5.11868952610534
1553386_at	4.63321174135031
1553387_at	3.26732057569154
1553388_at	2.73454767877389
1553389_at	3.66338070308954
1553390_at	3.58446016061881
1553391_at	2.88170408475174
1553392_at	2.88170408475174
1553394_a_at	2.52361271094291
1553395_a_at	5.1596019472039
1553396_a_at	5.19939444352561
1553397_at	7.00834153193759
1553398_at	3.89589989630613
1553399_a_at	5.54665470893319
1553400_a_at	3.89589989630613
1553401_at	2.95702656720714
1553402_a_at	3.50518532530405
1553403_at	4.11794509479741
1553405_a_at	2.80751536351294
1553407_at	2.95702656720714
1553409_at	2.66287249773403
1553410_a_at	2.95702656720714
1553411_s_at	2.52361271094291
1553412_at	3.50518532530405
1553413_at	4.3253588596564
1553415_at	1.91306898530677
1553417_at	2.80751536351294
1553418_a_at	3.34641404535109
1553420_at	3.81930779870933
1553422_s_at	4.39079260185657
1553423_a_at	2.66287249773403
1553424_at	2.73454767877389
1553425_at	3.18867242522585
1553426_at	2.66287249773403
1553427_at	4.89507984215023
1553428_at	2.66287249773403
1553429_at	3.66338070308954
1553430_a_at	3.89589989630613
1553432_s_at	3.81930779870933
1553433_at	2.32541726541788
1553434_at	2.59254649341595
1553435_at	4.25802935653126
1553436_at	2.80751536351294
1553437_at	3.97131775791213
1553438_at	6.29906563020297
1553439_at	4.57548750294698
1553440_at	2.59254649341595
1553441_at	2.2622545976128
1553442_a_at	2.73454767877389
1553443_at	4.04538510778212
1553444_a_at	5.82635089651153
1553446_at	2.66287249773403
1553447_at	3.66338070308954
1553448_at	3.03337894032123
1553449_at	4.04538510778212
1553450_s_at	2.88170408475174
1553451_at	3.89589989630613
1553452_at	3.03337894032123
1553453_at	4.04538510778212
1553454_at	2.73454767877389
1553456_at	3.34641404535109
1553457_at	5.11868952610534
1553458_at	3.81930779870933
1553459_at	4.04538510778212
1553460_at	4.98860652264438
1553461_at	3.11064025994831
1553462_at	2.4561018218042
1553464_at	6.14449975333244
1553465_a_at	3.66338070308954
1553466_at	4.51585802206809
1553467_at	3.42576793345345
1553468_at	2.59254649341595
1553470_at	2.73454767877389
1553471_at	2.66287249773403
1553472_at	2.95702656720714
1553474_at	2.20053923674618
1553475_at	3.03337894032123
1553478_at	3.18867242522585
1553479_at	3.42576793345345
1553482_at	3.11064025994831
1553483_at	5.66511497250041
1553484_at	2.73454767877389
1553485_at	3.50518532530405
1553486_a_at	2.73454767877389
1553488_at	3.42576793345345
1553489_a_at	4.74312457005934
1553491_at	4.74312457005934
1553492_a_at	3.66338070308954
1553493_a_at	4.63321174135031
1553494_at	2.3900334125817
1553497_at	2.4561018218042
1553498_at	4.98860652264438
1553499_s_at	6.20441910211997
1553500_at	2.88170408475174
1553502_a_at	2.52361271094291
1553504_at	3.66338070308954
1553505_at	3.81930779870933
1553506_at	3.50518532530405
1553507_a_at	5.85155487228707
1553508_at	3.18867242522585
1553510_s_at	7.31960193134482
1553511_at	4.57548750294698
1553512_at	3.26732057569154
1553513_at	2.88170408475174
1553514_a_at	2.73454767877389
1553515_at	2.88170408475174
1553517_at	4.98860652264438
1553518_at	3.03337894032123
1553519_at	2.4561018218042
1553521_at	2.88170408475174
1553523_at	4.45429613657919
1553524_at	2.80751536351294
1553525_at	5.1596019472039
1553526_at	4.63321174135031
1553527_at	4.51585802206809
1553528_a_at	4.79542979977343
1553529_at	3.42576793345345
1553530_a_at	11.9056661252429
1553531_at	3.50518532530405
1553532_a_at	4.98860652264438
1553533_at	3.50518532530405
1553534_at	3.50518532530405
1553535_a_at	7.92921240783718
1553536_at	5.66511497250041
1553537_at	3.18867242522585
1553538_s_at	13.8686048059663
1553539_at	5.57719405048152
1553540_a_at	5.23812423899609
1553541_at	3.74173351593308
1553542_at	3.74173351593308
1553544_at	4.18886321578016
